k,n,el_str,total_coe,rep_coe,reference,order,composition,rep_linear,307,Unnamed: 9
26,6.0,4 76,1.0,0 0 2 0 0 0 0 0 0 0 0 0,"[O] Prop3.5(5), \ \nu_6\phi_9=2\bar{\sigma}_6\sigma_{25}",2.0,\nu6\phi9,2\bar{\sigma}6\sigma25,,
26,7.0,4 76,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.5(5), \ \nu_7\phi_{10}=0",0.0,\nu7\phi10,0,,
26,9.0,76 4,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.5(5), \ \phi_9\nu_{32}=0",0.0,\phi9\nu32,0,,
26,9.0,2 9 48,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.5(6), \ \eta_9\sigma_{10}\nu^{*}_{17}=0",0.0,\eta9\sigma10\nu^{*}17,0,,
26,10.0,51 9,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.5(6), \ \bar{\sigma}_{10}\sigma_{29}=0",0.0,\bar{\sigma}10\sigma29,0,,
26,9.0,2 9 46,1.0,0 0 0 0 1 0 0 0 0 0 0 0,"[O] Prop3.5(6), \ \eta_9\sigma_{10}\xi_{17}=\bar{\sigma}_9\sigma_{28}",2.0,\eta9\sigma10\xi17,\bar{\sigma}9\sigma28,,
26,11.0,20 9 9,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.5(6), \ \theta'\sigma_{23}^2=0",0.0,\theta'\sigma23^2,0,,
26,12.0,106 9 9,1.0,0 0 0 0 1 0 0 0 0 0 0 0,"[O] Prop3.5(6), \ A_{1}\sigma_{24}^2=\sigma_{12}\bar{\sigma}_{19}",2.0,A_{1}\sigma24^2,\sigma12\bar{\sigma}19,,
26,12.0,21 9 9,1.0,0 0 0 0 1 0 0 0 0 0 0 0,"[O] Prop3.5(6), \ \theta\sigma_{24}^2=\sigma_{12}\bar{\sigma}_{19}",2.0,\theta\sigma24^2,\sigma12\bar{\sigma}19,,
26,9.0,2 2 9 38,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.5(7), \ \eta_{9}^2\sigma11\bar{\mu}_{18}=0",0.0,\eta9^2\sigma11\bar{\mu}18,0,,
26,12.0,9 50,1.0,32 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop4.2(1), \ 32{\tau^{IV}} \equiv {\sigma_{12}}{\bar{\zeta}_{19}} \mod 2{\sigma_{12}}{\bar{\zeta}_{19}}",2.0,{\sigma_{12}}{\bar{\zeta}_{19}},32{\tau^{IV}},,
26,7.0,8 50,1.0,0 0 0 1 0 0 0 0 0 0 0 0,"[O] (8.14), \ {\sigma'}{\bar{\zeta}_{14}} = x{\bar{\zeta}_{7}}{\sigma_{26}} \ (x:odd)",8.0,{\sigma'}{\bar{\zeta}_{14}},{\bar{\zeta}_{7}}{\sigma_{26}},,
26,10.0,9 50,1.0,2 0 0 0 0 0 0 0 0 0 0 0,"[O] (8.13), \ 2{\tau''} = \pm{\sigma_{10}}{\bar{\zeta}_{17}} ",4.0,{\sigma_{10}}{\bar{\zeta}_{17}},2{\tau''},,
26,9.0,50 9,1.0,0 0 2 0 0 0 0 0 0 0 0 0,"[O] (8.14), \ {\bar{\zeta}_{9}}{\sigma_{28}} = \pm 2{\sigma_{9}}{\bar{\zeta}_{16}}",4.0,{\bar{\zeta}_{9}}{\sigma_{28}},2{\sigma_{9}}{\bar{\zeta}_{16}},,
26,11.0,50 9,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] (8.14), \ {\bar{\zeta}_{11}}{\sigma_{30}} = 0",1.0,{\bar{\zeta}_{11}}{\sigma_{30}},0,,
26,11.0,119,1.0,6 0 0 0 0 0 0 0 0 0 0 0,"[O] (8.18), \ 2{\tau'''} = -{E \tau''}",4.0,{E \tau''},2{\tau'''},,
26,11.0,120,1.0,0 1 0 0 0 0 0 0 0 0 0 0,"[O] (8.18), \ {E R_{1}} \equiv {C_{1}}{\kappa_{23}} \mod E^2 \pi_{35}^9",2.0,{E R_{1}},{C_{1}}{\kappa_{23}},,
26,11.0,9 50,1.0,4 0 0 0 0 0 0 0 0 0 0 0,"[O] (8.18), \ 4{\tau'''} = {\sigma_{11}}{\bar{\zeta}_{18}}",2.0,{\sigma_{11}}{\bar{\zeta}_{18}},4{\tau'''},,
26,5.0,6 50,1.0,4 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.1(8), \ {\sigma'''}{\bar{\zeta}_{12}} =4\zeta_5\rho_{16} (= 4{\bar{\zeta}_{5}}{\sigma_{24}})",2.0,{\sigma'''}{\bar{\zeta}_{12}},4{\bar{\zeta}_{5}}{\sigma_{24}},,
26,5.0,211 16,1.0,4 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.1(8), \ {\alpha'_{1}}{\zeta_{20}} =4\zeta_5\rho_{16} (= 4{\bar{\zeta}_{5}}{\sigma_{24}})",2.0,{\alpha'_{1}}{\zeta_{20}},4{\bar{\zeta}_{5}}{\sigma_{24}},,
26,5.0,214 4,1.0,4 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.1(8), \ {\alpha'_{2}}{\nu_{28}} =4\zeta_5\rho_{16} (= 4{\bar{\zeta}_{5}}{\sigma_{24}})",2.0,{\alpha'_{2}}{\nu_{28}},4{\bar{\zeta}_{5}}{\sigma_{24}},,
26,7.0,8 51,1.0,0 0 0 0 1 0 0 0 0 0 0 0,"[O2] Prop2.1(8), \ {\sigma'}{\bar{\sigma}_{14}} = {\phi_{7}}{\nu_{30}}",2.0,{\sigma'}{\bar{\sigma}_{14}},{\phi_{7}}{\nu_{30}},,
26,7.0,2 9 46,1.0,0 0 1 0 0 0 0 0 0 0 0 0,"[O2] Prop2.1(9), \ {\eta_{7}}{\sigma_{8}}{\xi_{15}} = {\bar{\sigma}_{7}}{\sigma_{26}}",2.0,{\eta_{7}}{\sigma_{8}}{\xi_{15}},{\bar{\sigma}_{7}}{\sigma_{26}},,
26,7.0,2 110,1.0,0 0 0 0 1 0 0 0 0 0 0 0,"[O2] Prop2.1(9), \ {\eta_{7}}{E\phi'''} = {\phi_{7}}{\nu_{30}}",2.0,{\eta_{7}}{E\phi'''},{\phi_{7}}{\nu_{30}},,
26,8.0,2 9 48,1.0,0 0 0 0 0 0 0 1 0 0 0 0,"[O2] Prop2.1(9), \ {\eta_{8}}{\sigma_{9}}{\nu^{*}_{16}} = {\phi_{8}}{\nu_{31}}",2.0,{\eta_{8}}{\sigma_{9}}{\nu^{*}_{16}},{\phi_{8}}{\nu_{31}},,
26,4.0,10 46,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O2] (6.3), \ {\varepsilon_{4}}{\xi_{12}} = 0",1.0,{\varepsilon_{4}}{\xi_{12}},0,,
26,6.0,11 46,1.0,0 0 1 0 0 0 0 0 0 0 0 0,"[O2] (6.3), \ {\bar{\nu}_{6}}{\xi_{14}} = \pm{\bar{\sigma}_{6}}{\sigma_{25}}",4.0,{\bar{\nu}_{6}}{\xi_{14}},{\bar{\sigma}_{6}}{\sigma_{25}},,
26,5.0,10 47,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.2(3), \ {\varepsilon_{5}}{\lambda} = 0",1.0,{\varepsilon_{5}}{\lambda},0,,
26,9.0,2 38 10,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.2(3), \ {\eta_{9}}{\bar{\mu}_{10}}{\varepsilon_{27}} = 0",1.0,{\eta_{9}}{\bar{\mu}_{10}}{\varepsilon_{27}},0,,
26,11.0,16 30,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.2(3), \ {\zeta_{11}}{\rho_{22}} = 0",1.0,{\zeta_{11}}{\rho_{22}},0,,
26,10.0,82 4,1.0,0 0 1 0 0 0 0 0 0 0 0 0,"[O3] Prop2.2(3), \ {\psi_{10}}{\nu_{33}} = {\sigma_{10}}{\bar{\sigma}_{17}}",2.0,{\psi_{10}}{\nu_{33}},{\sigma_{10}}{\bar{\sigma}_{17}},,
26,7.0,4 82,1.0,0 0 0 0 1 0 0 0 0 0 0 0,"[O3] Prop2.2(3), \ {\nu_{7}}{\psi_{10}} \equiv \sigma'\bar{\sigma}_{14} (={\phi_{7}}{\nu_{30}}) \mod {\bar{\sigma}_{7}}{\sigma_{26}},{\bar{\zeta}_{7}}{\sigma_{26}}",2.0,{\nu_{7}}{\psi_{10}},{\phi_{7}}{\nu_{30}},,
27,,,,,,,,,,
27,3.0,2 2 38 10,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.1(10), \ \eta_{3}^2\bar{\mu}_5\varepsilon_{22}=0",0.0,\eta3^2\bar{\mu}5\varepsilon22,0,,
27,3.0,2 2 38 11,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.1(10), \ \eta_{3}^2\bar{\mu}_5\bar{\nu}_{22}=0",0.0,\eta3^2\bar{\mu}5\bar{\nu}22,0,,
27,5.0,50 11,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.2(4), \ {\bar{\zeta}_{5}}{\bar{\nu}_{24}} = 0",1.0,{\bar{\zeta}_{5}}{\bar{\nu}_{24}},0,,
27,5.0,50 10,1.0,0 0 1 0 0 0 0 0 0 0 0 0,"[O2] Prop2.2(4), \ {\bar{\zeta}_{5}}{\varepsilon_{24}} = {\nu_{5}}{\bar{\mu}_{8}}{\sigma_{25}}",2.0,{\bar{\zeta}_{5}}{\varepsilon_{24}},{\nu_{5}}{\bar{\mu}_{8}}{\sigma_{25}},,
27,5.0,50 2 9,1.0,0 0 1 0 0 0 0 0 0 0 0 0,"[O2] Prop2.2(4), \ {\bar{\zeta}_{5}}{\eta_{24}}{\sigma_{25}} = {\nu_{5}}{\bar{\mu}_{8}}{\sigma_{25}}",2.0,{\bar{\zeta}_{5}}{\eta_{24}}{\sigma_{25}},{\nu_{5}}{\bar{\mu}_{8}}{\sigma_{25}},,
27,5.0,16 12 9,1.0,0 0 1 0 0 0 0 0 0 0 0 0,"[O2] Prop2.2(4), \ {\zeta_{5}}{\mu_{16}}{\sigma_{25}} = {\nu_{5}}{\bar{\mu}_{8}}{\sigma_{25}}",2.0,{\zeta_{5}}{\mu_{16}}{\sigma_{25}},{\nu_{5}}{\bar{\mu}_{8}}{\sigma_{25}},,
27,3.0,3 90,1.0,0 0 1 0 0 0 0 0 0 0 0 0,"[O2] Prop2.2(5), \ {\varepsilon_{3}}{\bar{\sigma}_{11}}\equiv{\nu'}{\bar{\sigma}{'}_{6}} \mod{\nu'}{\bar{\mu}_{6}}{\sigma_{23}}",2.0,{\nu'}{\bar{\sigma}{'}_{6}},{\nu'}{\bar{\mu}_{6}}{\sigma_{23}} + {\varepsilon_{3}}{\bar{\sigma}_{11}},,
27,3.0,10 50,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.2(5), \ {\varepsilon_{3}}{\bar{\zeta}_{11}} = 0",1.0,{\varepsilon_{3}}{\bar{\zeta}_{11}},0,,
27,3.0,14 40,1.0,1 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.2(5), \ {\varepsilon'}{\varepsilon^{*}_{13}} \equiv {\nu'}{\delta_{6}} \mod {\nu'}{\bar{\mu}_{6}}{\sigma_{23}}",2.0,{\varepsilon'}{\varepsilon^{*}_{13}},{\nu'}{\delta_{6}} + {\nu'}{\bar{\mu}_{6}}{\sigma_{23}},,
27,3.0,14 2 34,1.0,1 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.2(5), \ {\varepsilon'}{\eta_{13}}{\omega_{14}} \equiv {\nu'}{\delta_{6}} \mod {\nu'}{\bar{\mu}_{6}}{\sigma_{23}}",2.0,{\varepsilon'}{\eta_{13}}{\omega_{14}},{\nu'}{\delta_{6}} + {\nu'}{\bar{\mu}_{6}}{\sigma_{23}},,
27,3.0,3 10 34,1.0,1 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.2(5), \ {\nu'}{\varepsilon_{6}}{\omega_{14}} \equiv {\nu'}{\delta_{6}} \mod {\nu'}{\bar{\mu}_{6}}{\sigma_{23}}",2.0,{\nu'}{\varepsilon_{6}}{\omega_{14}},{\nu'}{\delta_{6}} + {\nu'}{\bar{\mu}_{6}}{\sigma_{23}},,
27,3.0,14 38,1.0,0 1 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.2(6), \ {\varepsilon'}{\bar{\mu}_{13}} = {\nu'}{\bar{\mu}_{6}}{\sigma_{23}}",2.0,{\varepsilon'}{\bar{\mu}_{13}},{\nu'}{\bar{\mu}_{6}}{\sigma_{23}},,
27,5.0,10 51,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.2(7), \ {\varepsilon_{5}}{\bar{\sigma}_{13}} = 0",1.0,{\varepsilon_{5}}{\bar{\sigma}_{13}},0,,
27,6.0,4 38 9,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.2(7), \ {\nu_{6}}{\bar{\mu}_{9}}{\sigma_{26}} = 0",1.0,{\nu_{6}}{\bar{\mu}_{9}}{\sigma_{26}},0,,
27,6.0,4 90,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.2(7), \ {\nu_{6}}{\bar{\sigma}{'}_{9}} = 0",1.0,{\nu_{6}}{\bar{\sigma}{'}_{9}},0,,
27,6.0,4 88,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.2(7), \ {\nu_{6}}{\delta_{9}} = 0",1.0,{\nu_{6}}{\delta_{9}},0,,
27,6.0,90 4,1.0,0 0 1 0 0 0 0 0 0 0 0 0,"[O2] Prop2.2(7), \ {\bar{\sigma}{'}_{6}}{\nu_{30}} = {\bar{\nu}_{6}}{\bar{\sigma}_{14}}",2.0,{\bar{\sigma}{'}_{6}}{\nu_{30}},{\bar{\nu}_{6}}{\bar{\sigma}_{14}},,
27,5.0,4 2 81,1.0,0 0 1 0 0 0 0 0 0 0 0 0,"[O2] Prop2.2(8), \ {\nu_{5}}{\eta_{8}}{\bar{\rho}_{9}} = {\nu_{5}}{\bar{\mu}_{8}}{\sigma_{25}}",2.0,{\nu_{5}}{\eta_{8}}{\bar{\rho}_{9}},{\nu_{5}}{\bar{\mu}_{8}}{\sigma_{25}},,
27,12.0,106 25,1.0,0 0 0 0 2 0 0 0 0 0 0 0,"[O2] Prop2.2(10), \ {A_{1}}{\bar{\varepsilon}_{24}} = 2{\sigma_{12}}{\bar{\kappa}_{19}}",2.0,{A_{1}}{\bar{\varepsilon}_{24}},2{\sigma_{12}}{\bar{\kappa}_{19}},,
27,11.0,122 25,1.0,0 0 4 0 0 0 0 0 0 0 0 0,"[O2] Prop2.2(10), \ {C_{1}}{\bar{\varepsilon}_{23}} = 4{\sigma_{11}}{\bar{\kappa}_{18}}",2.0,{C_{1}}{\bar{\varepsilon}_{23}},4{\sigma_{11}}{\bar{\kappa}_{18}},,
27,12.0,106 30,1.0,0 1 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.1(1), \ {A_{1}}{\rho_{24}} = {A_{1}^{(1)}}{\sigma_{32}}",2.0,{A_{1}}{\rho_{24}},{A_{1}^{(1)}}{\sigma_{32}},,
27,11.0,122 30,1.0,0 1 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.1(1), \ {C_{1}}{\rho_{23}} = {C_{1}^{(1)}}{\sigma_{31}}",2.0,{C_{1}}{\rho_{23}},{C_{1}^{(1)}}{\sigma_{31}},,
27,7.0,56 9,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.2(5), \ {\bar{\kappa}_{7}}{\sigma_{27}} \equiv 0 \mod 2{\sigma'}{\bar{\kappa}_{14}},{\bar{\nu}_{7}}{\bar{\sigma}_{15}}",1.0,{\bar{\kappa}_{7}}{\sigma_{27}},0,,
27,9.0,56 9,2.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.2(5), \ 2({\bar{\kappa}_{9}}{\sigma_{29}}) = 0",1.0,2({\bar{\kappa}_{9}}{\sigma_{29}}),0,,
27,5.0,4 2 56 4,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.4(2), \ {\nu_{5}}{\eta_{8}}{\bar{\kappa}_{9}}{\nu_{29}} = 0",1.0,{\nu_{5}}{\eta_{8}}{\bar{\kappa}_{9}}{\nu_{29}},0,,
27,5.0,67 4 4,1.0,1 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.4(2), \ {\alpha}{\nu_{26}^{2}} = {\sigma'''}{\bar{\kappa}_{12}}",2.0,{\alpha}{\nu_{26}^{2}},{\sigma'''}{\bar{\kappa}_{12}},,
27,5.0,4 9 23 4,1.0,1 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.4(2), \ {\nu_{5}}{\sigma_{8}}{\kappa_{15}}{\nu_{29}} = {\sigma'''}{\bar{\kappa}_{12}}",2.0,{\nu_{5}}{\sigma_{8}}{\kappa_{15}}{\nu_{29}},{\sigma'''}{\bar{\kappa}_{12}},,
28,,,,,,,,,,
28,5.0,16 38,1.0,0 1 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.2(1), \ {\zeta_{5}}{\bar{\mu}_{16}} \equiv {\nu_{5}}{\mu_{3,8}} \mod {\nu_{5}}{\eta_{8}}{\bar{\mu}_{9}}{\sigma_{26}}",2.0,{\zeta_{5}}{\bar{\mu}_{16}},"{\nu_{5}}{\mu_{3,8} } + {\nu_{5}}{\eta_{8}}{\bar{\mu}_{9}}{\sigma_{26}}",,
28,5.0,132 2,1.0,0 1 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.2(2), \ {\zeta_{3,5}}{\eta_{32}} \equiv {\zeta_{5}}{\bar{\mu}_{16}} (\equiv{\nu_{5}}{\mu_{3,8}}) \mod {\nu_{5}}{\eta_{8}}{\bar{\mu}_{9}}{\sigma_{26}}",2.0,"{\zeta_{3,5} }{\eta_{32}}","{\nu_{5}}{\mu_{3,8} } + {\nu_{5}}{\eta_{8}}{\bar{\mu}_{9}}{\sigma_{26}}",,
28,5.0,50 12,1.0,0 1 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.2(2), \ {\bar{\zeta}_{5}}{\mu_{24}} \equiv {\zeta_{5}}{\bar{\mu}_{16}} (\equiv{\nu_{5}}{\mu_{3,8}}) \mod {\nu_{5}}{\eta_{8}}{\bar{\mu}_{9}}{\sigma_{26}}",2.0,{\bar{\zeta}_{5}}{\mu_{24}},"{\nu_{5}}{\mu_{3,8} } + {\nu_{5}}{\eta_{8}}{\bar{\mu}_{9}}{\sigma_{26}}",,
28,3.0,103 4,1.0,1 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.3(1), \ {\mu_{3,3} }{\nu_{28}} = {\nu'}{\eta_{6}}{\bar{\mu}_{7}}{\sigma_{24}}",2.0,"{\mu_{3,3} }{\nu_{28}}",{\nu'}{\eta_{6}}{\bar{\mu}_{7}}{\sigma_{24}},,
28,3.0,38 16,1.0,1 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.3(1), \ {\bar{\mu}_{3}}{\zeta_{20}} = {\nu'}{\eta_{6}}{\bar{\mu}_{7}}{\sigma_{24}}",2.0,{\bar{\mu}_{3}}{\zeta_{20}},{\nu'}{\eta_{6}}{\bar{\mu}_{7}}{\sigma_{24}},,
28,3.0,12 50,1.0,1 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.3(1), \ {\mu_{3}}{\bar{\zeta}_{12}} = {\nu'}{\eta_{6}}{\bar{\mu}_{7}}{\sigma_{24}}",2.0,{\mu_{3}}{\bar{\zeta}_{12}},{\nu'}{\eta_{6}}{\bar{\mu}_{7}}{\sigma_{24}},,
28,3.0,14 2 38,1.0,1 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.3(1), \ {\varepsilon'}{\eta_{13}}{\bar{\mu}_{14}} = {\nu'}{\eta_{6}}{\bar{\mu}_{7}}{\sigma_{24}}",2.0,{\varepsilon'}{\eta_{13}}{\bar{\mu}_{14}},{\nu'}{\eta_{6}}{\bar{\mu}_{7}}{\sigma_{24}},,
28,3.0,3 10 38,1.0,1 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.3(1), \ {\nu'}{\varepsilon_{6}}{\bar{\mu}_{14}} = {\nu'}{\eta_{6}}{\bar{\mu}_{7}}{\sigma_{24}}",2.0,{\nu'}{\varepsilon_{6}}{\bar{\mu}_{14}},{\nu'}{\eta_{6}}{\bar{\mu}_{7}}{\sigma_{24}},,
28,5.0,4 4 4 51,1.0,2 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.3(2), \ {\nu_{5}^{3}}{\bar{\sigma}_{14}} = 2{\nu_{5}}{E\phi'''}",2.0,{\nu_{5}^{3}}{\bar{\sigma}_{14}},2{\nu_{5}}{E\phi'''},,
28,5.0,4 104,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.3(2), \ {\nu_{5}}{E ^{3}\phi''} \equiv 0 \mod \nu_5^3\bar{\sigma}_{14}(=2{\nu_{5}}{E\phi'''}),{\nu_{5}}{\eta_{8}}{\bar{\mu}_{9}}{\sigma_{26}}",1.0,{\nu_{5}}{E ^{3}\phi''},0,,
28,5.0,4 104,2.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.3(2), \ 2({\nu_{5}}{E ^{3}\phi''}) = 0",1.0,2({\nu_{5}}{E ^{3}\phi''}),0,,
28,6.0,4 4 4 51,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.3(3), \ {\nu_{6}^{3}}{\bar{\sigma}_{15}} = 0",1.0,{\nu_{6}^{3}}{\bar{\sigma}_{15}},0,,
28,7.0,4 110,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.3(3), \ {\nu_{7}}{E ^{3}\phi'''} = 0",1.0,{\nu_{7}}{E ^{3}\phi'''},0,,
28,4.0,3 110,1.0,0 0 0 0 0 0 0 1 0 0 0 0,"[O2] Prop2.3(4), \ {E\nu'}{\phi'''} = {E\phi'}{\nu_{29}}",2.0,{E\nu'}{\phi'''},{E\phi'}{\nu_{29}},,
28,5.0,104 4,1.0,1 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.3(4), \ {\phi''}{\nu_{30}} \equiv {\nu_{5}}{E\phi'''} \mod \nu_5^3\bar{\sigma}_{14}",4.0,{\phi''}{\nu_{30}},{\nu_{5}}{E\phi'''},,
28,6.0,4 103,1.0,8 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.4(4), \ {\nu_{6}}{\mu_{3,9} } = 8{\Delta(\bar{\rho}_{13})}",2.0,"{\nu_{6}}{\mu_{3,9} }",8{\Delta(\bar{\rho}_{13})},,
28,11.0,122 9 12,1.0,0 0 1 0 0 0 0 0 0 0 0 0,"[O2] Prop3.2(3), \ {C_{1}}{\sigma_{23}}{\mu_{30}} = {EF_{1}^{(1)}}",2.0,{C_{1}}{\sigma_{23}}{\mu_{30}},{EF_{1}^{(1)}},,
28,19.0,139 10,1.0,0 1 0 0 0 0 0 0 0 0 0 0,"[O2] Prop3.2(3), \ {C_{2}}{\varepsilon_{39}} \equiv {EF_{2}} \mod {\varepsilon_{19}}{\bar{\kappa}_{27}}",2.0,{C_{2}}{\varepsilon_{39}},{EF_{2}},,
28,3.0,14 46,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O2] (6.3), \ {\varepsilon'}{\xi_{13}} = 0",1.0,{\varepsilon'}{\xi_{13}},0,,
28,3.0,14 47,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O2] (6.3), \ {\varepsilon'}{\lambda} = 0",1.0,{\varepsilon'}{\lambda},0,,
28,5.0,2 132,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.2(6), \ {\eta_{5}}{\zeta_{3,6} } = 0",1.0,"{\eta_{5}}{\zeta_{3,6} }",0,,
28,16.0,72 4 4,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.2(6), \ {\sigma^{*}_{16}}{\nu_{38}^{2}} = 0",1.0,{\sigma^{*}_{16}}{\nu_{38}^{2}},0,,
28,13.0,4 72 4,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.2(6), \ {\nu_{13}}{\sigma^{*}_{16}}{\nu_{38}} = 0",1.0,{\nu_{13}}{\sigma^{*}_{16}}{\nu_{38}},0,,
28,7.0,56 10,1.0,0 1 0 1 0 0 0 0 0 0 0 0,"[O3] Prop2.4(3), \ {\bar{\kappa}_{7}}{\varepsilon_{27}} = {\sigma'}{\eta_{14}}{\bar{\kappa}_{15}} + {\varepsilon_{7}}{\bar{\kappa}_{15}}",2.0,{\bar{\kappa}_{7}}{\varepsilon_{27}},{\sigma'}{\eta_{14}}{\bar{\kappa}_{15}} + {\varepsilon_{7}}{\bar{\kappa}_{15}},,
29,,,,,,,,,,
29,7.0,8 30 9,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.1(6), \ {\sigma'}{\rho_{14}}{\sigma_{29}} = 0",1.0,{\sigma'}{\rho_{14}}{\sigma_{29}},0,,
29,7.0,209 9 9,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.1(6), \ {\alpha'''_{1}}{\sigma_{22}^{2}} = 0",1.0,{\alpha'''_{1}}{\sigma_{22}^{2}},0,,
29,3.0,14 51,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.4(1), \ {\varepsilon'}{\bar{\sigma}_{13}} = 0",1.0,{\varepsilon'}{\bar{\sigma}_{13}},0,,
29,3.0,14 50,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.4(1), \ {\varepsilon'}{\bar{\zeta}_{13}} = 0",1.0,{\varepsilon'}{\bar{\zeta}_{13}},0,,
29,5.0,4 2 9 48,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.4(2), \ {\nu_{5}}{\eta_{8}}{\sigma_{9}}{\nu^{*}_{16}} = 0",1.0,{\nu_{5}}{\eta_{8}}{\sigma_{9}}{\nu^{*}_{16}},0,,
29,5.0,4 76 4,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.4(2), \ {\nu_{5}}{\phi_{8}}{\nu_{31}} = 0",1.0,{\nu_{5}}{\phi_{8}}{\nu_{31}},0,,
29,5.0,214 4 4,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.4(2), \ {\alpha'_{2}}{\nu_{28}^{2}} = 0",1.0,{\alpha'_{2}}{\nu_{28}^{2}},0,,
29,5.0,4 9 50,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.4(3), \ {\nu_{5}}{\sigma_{8}}{\bar{\zeta}_{15}} = 0",1.0,{\nu_{5}}{\sigma_{8}}{\bar{\zeta}_{15}},0,,
29,5.0,4 8 50,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.4(3), \ {\nu_{5}}{E\sigma'}{\bar{\zeta}_{15}} = 0",1.0,{\nu_{5}}{E\sigma'}{\bar{\zeta}_{15}},0,,
29,5.0,211 9 9,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.4(3), \ {\alpha'_{1}}{\sigma_{20}^{2}} = 0",1.0,{\alpha'_{1}}{\sigma_{20}^{2}},0,,
29,5.0,4 50 9,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.4(3), \ {\nu_{5}}{\bar{\zeta}_{8}}{\sigma_{27}} = 0",1.0,{\nu_{5}}{\bar{\zeta}_{8}}{\sigma_{27}},0,,
